stem,image_path,label_path,num_boxes,avg_confidence,IoU,Precision,Recall,F1,TP,FP,FN,num_pred_boxes,num_gt_boxes
rgb_18082,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18082.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18082.txt,1,0.5422766804695129,0.964900876359352,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18083,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18083.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18083.txt,1,0.5073521733283997,0.9719522531430469,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18169,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18169.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18169.txt,1,0.5636883974075317,0.9184303829970868,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18170,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18170.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18170.txt,1,0.5727006196975708,0.9662056044942539,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18172,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18172.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18172.txt,1,0.558681309223175,0.9949174786431144,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18177,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18177.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18177.txt,1,0.3911561965942383,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1
rgb_18178,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18178.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18178.txt,1,0.4562686085700989,0.9630883352589793,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18179,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18179.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18179.txt,1,0.5729150176048279,0.9676579158974374,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18180,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18180.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18180.txt,1,0.6058440804481506,0.9508365719243429,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18241,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18241.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18241.txt,1,0.5226173400878906,0.9534283448909239,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18242,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18242.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18242.txt,1,0.5151332020759583,0.9645868958019254,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18244,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18244.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18244.txt,1,0.41402363777160645,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1
rgb_18249,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18249.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18249.txt,1,0.4483770728111267,0.9876128628192494,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18250,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18250.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18250.txt,1,0.46941423416137695,0.9469276870812076,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18251,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18251.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18251.txt,1,0.5359535217285156,0.9699053269472593,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18252,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18252.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18252.txt,1,0.46335455775260925,0.9598129776882904,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18273,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18273.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18273.txt,1,0.5610576868057251,0.9639480643782723,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18274,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18274.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18274.txt,1,0.5357761979103088,0.9895112044977054,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18276,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18276.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18276.txt,1,0.5689356327056885,0.9630555179959599,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18277,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18277.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18277.txt,1,0.5723145604133606,0.9552447849828581,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18281,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18281.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18281.txt,1,0.46352651715278625,0.9762666160171987,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18282,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18282.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18282.txt,1,0.5576799511909485,0.9664606006056343,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18283,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18283.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18283.txt,1,0.5169702172279358,0.9382520068900325,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18284,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18284.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18284.txt,1,0.5459862351417542,0.975583034243401,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18285,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18285.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18285.txt,1,0.5856120586395264,0.9787629648102192,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18290,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18290.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18290.txt,1,0.4449288249015808,0.9702744692864742,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18291,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18291.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18291.txt,1,0.5874416828155518,0.9573723183512178,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18292,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18292.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18292.txt,1,0.5830541253089905,0.9796647164972135,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18293,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18293.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18293.txt,1,0.5319856405258179,0.9807638855153327,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18312,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18312.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18312.txt,1,0.5312410593032837,0.9864482314325523,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18313,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18313.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18313.txt,1,0.5190988779067993,0.9826283388841406,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18314,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18314.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18314.txt,1,0.5073671340942383,0.9662343665136615,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18316,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18316.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18316.txt,1,0.5198779106140137,0.9651922507147522,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18317,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18317.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18317.txt,1,0.621035635471344,0.9638137647092448,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18318,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18318.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18318.txt,1,0.6307741403579712,0.9759338505375367,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18320,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18320.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18320.txt,1,0.5732623934745789,0.9768741102647103,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18321,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18321.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18321.txt,1,0.5108933448791504,0.9627237477906705,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18322,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18322.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18322.txt,1,0.4692235589027405,0.9685506434025662,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18323,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18323.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18323.txt,1,0.5139492154121399,0.9937685981015841,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18325,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18325.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18325.txt,1,0.4982513189315796,0.9732383935626427,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18326,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18326.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18326.txt,1,0.48351243138313293,0.9692122141807483,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18328,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18328.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18328.txt,1,0.3941098749637604,0.9683753368135406,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18329,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18329.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18329.txt,2,0.39716005325317383,0.9674529625947972,0.5,1.0,0.6666666666666666,1.0,1.0,0.0,2,1
rgb_18330,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18330.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18330.txt,1,0.5373818278312683,0.973322181700525,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18331,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18331.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18331.txt,1,0.5306217670440674,0.9553537744599303,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18332,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18332.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18332.txt,1,0.5793942213058472,0.9767979216575065,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_18334,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_18334.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_18334.txt,1,0.545174241065979,0.9883211087015201,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_2343,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_2343.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_2343.txt,1,0.389312207698822,0.9526649382838154,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_2470,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_2470.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_2470.txt,1,0.4045620560646057,0.9641203568110724,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_3519,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_3519.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_3519.txt,1,0.6554852724075317,0.9508193661596962,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_3552,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_3552.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_3552.txt,1,0.6679577827453613,0.9768690990230732,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_3715,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_3715.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_3715.txt,1,0.5516950488090515,0.7017586016372016,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_3867,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_3867.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_3867.txt,1,0.4526057839393616,0.9319589343419398,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_3894,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_3894.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_3894.txt,1,0.47968682646751404,0.968946868805792,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_4417,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_4417.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_4417.txt,1,0.5760772228240967,0.9389752645843851,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_4496,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_4496.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_4496.txt,1,0.6425138711929321,0.9713084478216564,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_4513,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_4513.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_4513.txt,1,0.5595977306365967,0.9659481724686396,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_4554,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_4554.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_4554.txt,1,0.5828409790992737,0.9733568769458631,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_4635,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_4635.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_4635.txt,1,0.7340251207351685,0.9769815003155938,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_4660,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_4660.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_4660.txt,1,0.7195073366165161,0.987321290363957,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_4670,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_4670.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_4670.txt,1,0.7322278022766113,0.9747725228927694,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_4717,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_4717.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_4717.txt,1,0.7009516358375549,0.9961430369343244,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_4727,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_4727.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_4727.txt,1,0.7337835431098938,0.9778656656416449,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_4841,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_4841.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_4841.txt,1,0.530332088470459,0.9783705700743751,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_4843,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_4843.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_4843.txt,1,0.5333681702613831,0.9747076611326022,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_5027,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_5027.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_5027.txt,1,0.40492677688598633,0.9767524880161875,1.0,1.0,1.0,1.0,0.0,0.0,1,1
rgb_7436,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_7436.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_7436.txt,1,0.5372459888458252,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,1
rgb_982,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/images/train/rgb_982.png,/Users/peter/Documents/MDS_UBC/My Projects/Grounded_SAM/Labeling/dataset/gate_dataset/labels/train/rgb_982.txt,1,0.5024992227554321,0.958411568153956,1.0,1.0,1.0,1.0,0.0,0.0,1,1
